Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Jordan Bell,WAS,@HOU,01/26/2021,L,16,4,2,5,40.0,0,1,0.0,0,0,-,1,3,4,0,0,1,2,3,-14
Ben McLemore,HOU,vs.WAS,01/26/2021,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,1,0,0,0,-1
Bradley Beal,WAS,@HOU,01/26/2021,L,35,33,12,28,42.9,1,5,20.0,8,8,100,1,4,5,4,0,1,5,1,-4
Tim Hardaway Jr.,DAL,vs.DEN,01/25/2021,L,37,19,7,18,38.9,2,7,28.6,3,4,75.0,3,4,7,2,1,0,1,3,1
Trey Burke,DAL,vs.DEN,01/25/2021,L,26,9,4,6,66.7,1,3,33.3,0,0,-,0,0,0,1,2,0,1,2,1
Nikola Jokic,DEN,@DAL,01/25/2021,W,34,20,8,13,61.5,0,2,0.0,4,4,100,3,7,10,4,2,1,6,2,-10
R.J. Hampton,DEN,@DAL,01/25/2021,W,6,0,0,1,0.0,0,0,-,0,0,-,1,0,1,0,0,0,0,1,6
Kristaps Porzingis,DAL,vs.DEN,01/25/2021,L,33,16,6,18,33.3,1,8,12.5,3,4,75.0,0,6,6,1,1,1,3,5,-14
Michael Porter Jr.,DEN,@DAL,01/25/2021,W,28,30,10,18,55.6,6,10,60.0,4,5,80.0,3,5,8,0,2,0,1,2,10
Boban Marjanovic,DAL,vs.DEN,01/25/2021,L,3,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-3
Paul Millsap,DEN,@DAL,01/25/2021,W,19,2,1,3,33.3,0,1,0.0,0,2,0.0,1,2,3,3,0,0,0,2,-6
Jalen Brunson,DAL,vs.DEN,01/25/2021,L,29,12,4,4,100,2,2,100,2,2,100,0,1,1,3,0,0,1,2,-16
James Johnson,DAL,vs.DEN,01/25/2021,L,31,16,7,8,87.5,2,3,66.7,0,0,-,1,2,3,1,1,1,0,2,1
Jamal Murray,DEN,@DAL,01/25/2021,W,25,16,7,11,63.6,2,4,50.0,0,0,-,0,3,3,2,0,0,3,3,-1
JaMychal Green,DEN,@DAL,01/25/2021,W,22,17,5,9,55.6,3,7,42.9,4,5,80.0,1,7,8,1,2,0,0,4,10
Gary Harris,DEN,@DAL,01/25/2021,W,32,10,3,6,50.0,2,2,100,2,2,100,2,1,3,2,0,1,0,3,-6
Will Barton,DEN,@DAL,01/25/2021,W,26,6,2,9,22.2,0,4,0.0,2,2,100,0,7,7,5,0,0,2,1,-6
P.J. Dozier,DEN,@DAL,01/25/2021,W,9,8,2,3,66.7,2,2,100,2,2,100,1,1,2,0,1,1,1,1,4
Facundo Campazzo,DEN,@DAL,01/25/2021,W,13,0,0,1,0.0,0,1,0.0,0,0,-,2,0,2,2,2,0,1,1,12
Luka Doncic,DAL,vs.DEN,01/25/2021,L,39,35,11,23,47.8,3,8,37.5,10,10,100,2,9,11,16,4,1,5,3,8
Wes Iwundu,DAL,vs.DEN,01/25/2021,L,16,2,1,3,33.3,0,1,0.0,0,0,-,1,2,3,1,1,1,0,1,-15
Monte Morris,DEN,@DAL,01/25/2021,W,26,8,2,5,40.0,0,2,0.0,4,6,66.7,0,2,2,6,0,1,2,0,7
Willie Cauley-Stein,DAL,vs.DEN,01/25/2021,L,27,2,0,3,0.0,0,0,-,2,4,50.0,1,2,3,1,1,0,0,3,17
Paul Watson,TOR,@IND,01/25/2021,L,4,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,1,-5
Domantas Sabonis,IND,vs.TOR,01/25/2021,W,11,11,3,5,60.0,2,2,100,3,4,75.0,0,3,3,2,0,0,2,1,3
Terence Davis,TOR,@IND,01/25/2021,L,6,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,1,1,0,1,1,-9
Doug McDermott,IND,vs.TOR,01/25/2021,W,17,2,1,3,33.3,0,2,0.0,0,0,-,0,1,1,0,0,0,0,2,3
Edmond Sumner,IND,vs.TOR,01/25/2021,W,9,3,1,3,33.3,0,1,0.0,1,2,50.0,0,3,3,0,0,0,2,3,5
Matt Thomas,TOR,@IND,01/25/2021,L,2,4,1,1,100,1,1,100,1,1,100,0,0,0,0,0,0,1,0,4
Justin Holiday,IND,vs.TOR,01/25/2021,W,30,5,2,6,33.3,1,5,20.0,0,0,-,2,4,6,1,1,0,0,2,6
OG Anunoby,TOR,@IND,01/25/2021,L,28,10,4,8,50.0,2,3,66.7,0,0,-,1,4,5,2,0,0,1,4,-5
Cassius Stanley,IND,vs.TOR,01/25/2021,W,3,0,0,1,0.0,0,0,-,0,0,-,1,0,1,0,0,1,0,1,-3
Jeremy Lamb,IND,vs.TOR,01/25/2021,W,33,22,7,12,58.3,3,6,50.0,5,5,100,1,6,7,2,1,0,2,5,10
Yuta Watanabe,TOR,@IND,01/25/2021,L,16,9,2,6,33.3,1,4,25.0,4,4,100,3,2,5,0,1,0,1,1,-8
Malcolm Brogdon,IND,vs.TOR,01/25/2021,W,37,36,10,17,58.8,3,5,60.0,13,14,92.9,0,7,7,9,1,0,3,3,15
Stanley Johnson,TOR,@IND,01/25/2021,L,26,4,0,1,0.0,0,0,-,4,4,100,1,3,4,6,2,1,1,5,3
Myles Turner,IND,vs.TOR,01/25/2021,W,33,21,5,9,55.6,0,0,-,11,16,68.8,2,7,9,1,0,3,1,1,14
Chris Boucher,TOR,@IND,01/25/2021,L,30,9,3,12,25.0,1,6,16.7,2,4,50.0,3,6,9,2,1,2,2,3,-15
T.J. McConnell,IND,vs.TOR,01/25/2021,W,29,9,4,6,66.7,1,1,100,0,0,-,1,4,5,9,2,2,3,2,13
Aron Baynes,TOR,@IND,01/25/2021,L,15,9,4,9,44.4,1,4,25.0,0,0,-,1,1,2,0,0,1,0,1,-2
Fred VanVleet,TOR,@IND,01/25/2021,L,35,25,11,21,52.4,3,5,60.0,0,1,0.0,2,2,4,6,2,1,0,1,-16
Aaron Holiday,IND,vs.TOR,01/25/2021,W,26,10,4,11,36.4,2,6,33.3,0,0,-,0,1,1,2,0,0,0,3,11
Goga Bitadze,IND,vs.TOR,01/25/2021,W,12,10,3,5,60.0,0,1,0.0,4,4,100,0,2,2,0,0,2,0,2,-2
Norman Powell,TOR,@IND,01/25/2021,L,40,24,8,19,42.1,2,7,28.6,6,6,100,1,5,6,6,1,0,1,2,-14
Kyle Lowry,TOR,@IND,01/25/2021,L,33,12,2,11,18.2,1,5,20.0,7,7,100,0,2,2,1,1,0,2,5,-4
DeAndre' Bembry,TOR,@IND,01/25/2021,L,6,2,1,2,50.0,0,0,-,0,0,-,1,1,2,0,0,1,0,1,-4
Carmelo Anthony,POR,vs.OKC,01/25/2021,L,35,22,9,21,42.9,1,6,16.7,3,4,75.0,1,5,6,1,1,2,0,2,15
Damian Lillard,POR,vs.OKC,01/25/2021,L,39,26,8,22,36.4,3,12,25.0,7,8,87.5,2,4,6,10,0,0,3,3,0
Hamidou Diallo,OKC,@POR,01/25/2021,W,21,11,5,8,62.5,0,0,-,1,6,16.7,0,3,3,2,2,0,0,2,8
Aleksej Pokusevski,OKC,@POR,01/25/2021,W,20,6,2,4,50.0,2,4,50.0,0,0,-,0,3,3,2,0,1,1,1,1
Gary Trent Jr.,POR,vs.OKC,01/25/2021,L,41,22,9,17,52.9,4,9,44.4,0,1,0.0,0,1,1,0,2,0,1,4,-11
Nassir Little,POR,vs.OKC,01/25/2021,L,22,4,1,5,20.0,0,2,0.0,2,2,100,1,3,4,0,0,1,1,2,4
Theo Maledon,OKC,@POR,01/25/2021,W,22,6,2,7,28.6,2,5,40.0,0,0,-,0,4,4,4,0,0,1,3,1
Enes Kanter,POR,vs.OKC,01/25/2021,L,32,13,5,10,50.0,0,0,-,3,4,75.0,8,15,23,3,2,0,0,4,-1
Anfernee Simons,POR,vs.OKC,01/25/2021,L,29,26,10,17,58.8,6,10,60.0,0,0,-,1,1,2,1,1,0,1,4,-9
Mike Muscala,OKC,@POR,01/25/2021,W,21,23,8,12,66.7,6,10,60.0,1,2,50.0,0,2,2,0,1,0,0,2,10
Kenrich Williams,OKC,@POR,01/25/2021,W,22,7,3,7,42.9,0,3,0.0,1,2,50.0,4,3,7,2,1,0,0,2,-7
Darius Bazley,OKC,@POR,01/25/2021,W,29,19,6,11,54.5,3,6,50.0,4,6,66.7,1,6,7,2,0,0,1,0,-1
Isaiah Roby,OKC,@POR,01/25/2021,W,27,16,4,11,36.4,1,2,50.0,7,7,100,2,1,3,1,0,2,0,4,-4
Harry Giles III,POR,vs.OKC,01/25/2021,L,16,4,2,2,100,0,0,-,0,0,-,1,5,6,2,0,0,1,1,1
Luguentz Dort,OKC,@POR,01/25/2021,W,30,7,3,7,42.9,1,4,25.0,0,0,-,1,2,3,3,0,1,2,4,5
Derrick Jones Jr.,POR,vs.OKC,01/25/2021,L,27,5,2,4,50.0,0,2,0.0,1,2,50.0,1,1,2,0,0,0,1,3,-14
Justin Jackson,OKC,@POR,01/25/2021,W,16,6,2,5,40.0,0,2,0.0,2,2,100,1,1,2,3,0,0,0,1,1
Shai Gilgeous-Alexander,OKC,@POR,01/25/2021,W,32,24,8,12,66.7,3,4,75.0,5,10,50.0,0,9,9,6,1,2,3,0,1
Mason Plumlee,DET,vs.PHI,01/25/2021,W,28,10,5,6,83.3,0,0,-,0,0,-,5,5,10,1,0,0,3,1,18
Svi Mykhailiuk,DET,vs.PHI,01/25/2021,W,6,2,0,3,0.0,0,3,0.0,2,2,100,0,0,0,0,0,0,0,0,7
Jerami Grant,DET,vs.PHI,01/25/2021,W,32,25,6,13,46.2,3,6,50.0,10,10,100,3,5,8,5,1,1,0,4,23
Blake Griffin,DET,vs.PHI,01/25/2021,W,25,7,2,8,25.0,1,4,25.0,2,5,40.0,0,4,4,2,1,1,3,4,10
Furkan Korkmaz,PHI,@DET,01/25/2021,L,14,7,3,8,37.5,1,4,25.0,0,0,-,1,3,4,1,1,0,0,1,2
Delon Wright,DET,vs.PHI,01/25/2021,W,36,28,8,12,66.7,4,8,50.0,8,9,88.9,2,5,7,9,2,1,3,1,22
Tyrese Maxey,PHI,@DET,01/25/2021,L,21,17,6,12,50.0,2,3,66.7,3,3,100,0,2,2,2,3,0,1,2,-7
Shake Milton,PHI,@DET,01/25/2021,L,23,10,3,10,30.0,0,3,0.0,4,4,100,0,3,3,1,0,0,0,5,-6
Matisse Thybulle,PHI,@DET,01/25/2021,L,20,2,1,3,33.3,0,1,0.0,0,0,-,0,0,0,1,2,0,0,2,5
Wayne Ellington,DET,vs.PHI,01/25/2021,W,33,20,7,10,70.0,6,9,66.7,0,0,-,1,1,2,3,0,0,1,2,30
Rodney McGruder,DET,vs.PHI,01/25/2021,W,2,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-6
Terrance Ferguson,PHI,@DET,01/25/2021,L,5,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,1,-1
Isaiah Joe,PHI,@DET,01/25/2021,L,10,0,0,2,0.0,0,2,0.0,0,0,-,0,0,0,1,0,0,0,1,-4
Tony Bradley,PHI,@DET,01/25/2021,L,23,12,5,7,71.4,0,0,-,2,2,100,4,5,9,0,0,1,0,2,8
Tobias Harris,PHI,@DET,01/25/2021,L,30,25,10,19,52.6,3,6,50.0,2,4,50.0,2,5,7,2,0,1,4,4,-11
Isaiah Stewart,DET,vs.PHI,01/25/2021,W,20,4,1,3,33.3,0,0,-,2,2,100,0,3,3,0,1,1,1,2,-3
Sekou Doumbouya,DET,vs.PHI,01/25/2021,W,17,7,2,3,66.7,2,2,100,1,2,50.0,0,2,2,0,0,0,3,1,-2
Danny Green,PHI,@DET,01/25/2021,L,22,6,2,6,33.3,2,4,50.0,0,0,-,1,0,1,0,1,0,0,1,-19
Saddiq Bey,DET,vs.PHI,01/25/2021,W,9,0,0,2,0.0,0,2,0.0,0,0,-,0,3,3,0,0,0,1,1,-10
Josh Jackson,DET,vs.PHI,01/25/2021,W,21,12,4,8,50.0,1,3,33.3,3,4,75.0,0,7,7,1,1,2,1,1,-7
Saben Lee,DET,vs.PHI,01/25/2021,W,12,4,0,1,0.0,0,0,-,4,4,100,0,1,1,1,0,0,2,3,-7
Paul Reed,PHI,@DET,01/25/2021,L,5,2,1,3,33.3,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Dwight Howard,PHI,@DET,01/25/2021,L,24,5,2,5,40.0,0,0,-,1,2,50.0,2,2,4,0,2,1,1,3,-23
Ben Simmons,PHI,@DET,01/25/2021,L,21,11,5,9,55.6,0,1,0.0,1,3,33.3,2,2,4,4,2,0,2,4,-2
Seth Curry,PHI,@DET,01/25/2021,L,22,7,2,10,20.0,1,4,25.0,2,2,100,1,1,2,2,1,0,1,0,-16
Anthony Davis,LAL,@CLE,01/25/2021,W,36,17,5,16,31.3,0,3,0.0,7,9,77.8,3,7,10,4,3,3,3,1,-5
Andre Drummond,CLE,vs.LAL,01/25/2021,L,28,25,11,21,52.4,0,0,-,3,3,100,7,10,17,1,0,0,2,4,4
Taurean Prince,CLE,vs.LAL,01/25/2021,L,25,7,2,6,33.3,1,3,33.3,2,2,100,1,4,5,4,1,0,1,2,8
Damyean Dotson,CLE,vs.LAL,01/25/2021,L,6,1,0,2,0.0,0,2,0.0,1,2,50.0,0,1,1,1,0,0,0,2,-8
Jarrett Allen,CLE,vs.LAL,01/25/2021,L,29,6,2,3,66.7,0,0,-,2,2,100,3,2,5,0,0,2,2,3,-9
Markieff Morris,LAL,@CLE,01/25/2021,W,16,8,2,2,100,1,1,100,3,3,100,1,0,1,0,0,0,1,2,5
Dennis Schroder,LAL,@CLE,01/25/2021,W,30,10,4,9,44.4,0,1,0.0,2,4,50.0,0,1,1,1,0,0,3,3,-3
Marc Gasol,LAL,@CLE,01/25/2021,W,10,2,0,1,0.0,0,1,0.0,2,2,100,1,2,3,1,0,0,0,3,-11
Wesley Matthews,LAL,@CLE,01/25/2021,W,16,0,0,3,0.0,0,3,0.0,0,0,-,1,0,1,3,0,0,1,1,11
Dylan Windler,CLE,vs.LAL,01/25/2021,L,18,4,2,2,100,0,0,-,0,0,-,0,2,2,0,1,0,2,1,-7
Isaac Okoro,CLE,vs.LAL,01/25/2021,L,34,9,3,8,37.5,1,3,33.3,2,2,100,2,2,4,0,2,0,0,4,-8
Cedi Osman,CLE,vs.LAL,01/25/2021,L,32,20,6,11,54.5,5,8,62.5,3,4,75.0,1,1,2,2,3,0,2,2,8
LeBron James,LAL,@CLE,01/25/2021,W,38,46,19,26,73.1,7,11,63.6,1,2,50.0,0,8,8,6,2,2,3,1,11
Collin Sexton,CLE,vs.LAL,01/25/2021,L,30,17,6,17,35.3,2,4,50.0,3,4,75.0,0,4,4,6,1,0,4,5,-2
Alex Caruso,LAL,@CLE,01/25/2021,W,19,3,1,6,16.7,1,3,33.3,0,0,-,0,1,1,2,2,0,1,2,0
JaVale McGee,CLE,vs.LAL,01/25/2021,L,13,8,3,6,50.0,0,1,0.0,2,2,100,0,2,2,0,0,1,2,0,-12
Montrezl Harrell,LAL,@CLE,01/25/2021,W,26,15,6,9,66.7,0,0,-,3,4,75.0,3,3,6,1,0,1,0,3,18
Kyle Kuzma,LAL,@CLE,01/25/2021,W,22,4,2,5,40.0,0,1,0.0,0,0,-,6,2,8,1,0,1,1,2,10
Darius Garland,CLE,vs.LAL,01/25/2021,L,26,11,5,10,50.0,0,0,-,1,1,100,1,1,2,5,0,0,2,2,-9
Kentavious Caldwell-Pope,LAL,@CLE,01/25/2021,W,28,10,3,10,30.0,1,8,12.5,3,4,75.0,0,1,1,2,0,0,0,5,-1
Cody Zeller,CHA,@ORL,01/25/2021,L,18,11,2,3,66.7,0,1,0.0,7,8,87.5,2,5,7,1,0,0,0,2,15
James Ennis III,ORL,vs.CHA,01/25/2021,W,14,0,0,1,0.0,0,1,0.0,0,0,-,0,4,4,3,1,1,1,3,14
Devonte' Graham,CHA,@ORL,01/25/2021,L,36,21,6,15,40.0,4,12,33.3,5,6,83.3,1,4,5,3,0,0,2,0,-9
Khem Birch,ORL,vs.CHA,01/25/2021,W,26,8,3,4,75.0,0,0,-,2,2,100,5,3,8,3,1,0,1,1,4
Gordon Hayward,CHA,@ORL,01/25/2021,L,38,24,9,16,56.3,3,5,60.0,3,4,75.0,2,3,5,4,3,1,5,3,0
Evan Fournier,ORL,vs.CHA,01/25/2021,W,32,19,7,14,50.0,5,8,62.5,0,0,-,0,2,2,6,2,0,2,3,11
Caleb Martin,CHA,@ORL,01/25/2021,L,14,0,0,3,0.0,0,3,0.0,0,0,-,1,3,4,3,0,0,0,1,-5
Bismack Biyombo,CHA,@ORL,01/25/2021,L,27,7,3,7,42.9,0,0,-,1,2,50.0,4,3,7,1,0,1,1,3,-15
P.J. Washington,CHA,@ORL,01/25/2021,L,23,2,1,6,16.7,0,2,0.0,0,0,-,0,6,6,4,0,0,2,3,-21
Miles Bridges,CHA,@ORL,01/25/2021,L,28,10,4,11,36.4,0,4,0.0,2,2,100,1,4,5,0,1,1,0,2,3
Nikola Vucevic,ORL,vs.CHA,01/25/2021,W,36,28,11,23,47.8,4,7,57.1,2,2,100,2,10,12,7,1,0,3,3,-1
Terry Rozier,CHA,@ORL,01/25/2021,L,35,24,10,18,55.6,4,6,66.7,0,2,0.0,0,0,0,2,1,1,1,3,-6
LaMelo Ball,CHA,@ORL,01/25/2021,L,21,9,4,10,40.0,0,5,0.0,1,3,33.3,0,2,2,4,0,2,3,3,-7
Gary Clark,ORL,vs.CHA,01/25/2021,W,17,8,3,6,50.0,2,5,40.0,0,0,-,1,2,3,0,1,0,1,1,8
Aaron Gordon,ORL,vs.CHA,01/25/2021,W,34,12,3,9,33.3,2,4,50.0,4,10,40.0,1,10,11,7,0,1,3,2,14
Dwayne Bacon,ORL,vs.CHA,01/25/2021,W,18,15,6,11,54.5,1,2,50.0,2,2,100,0,3,3,0,1,0,0,1,-3
Terrence Ross,ORL,vs.CHA,01/25/2021,W,32,6,1,8,12.5,1,5,20.0,3,3,100,0,1,1,2,3,1,1,2,-4
Cole Anthony,ORL,vs.CHA,01/25/2021,W,31,21,8,12,66.7,4,5,80.0,1,3,33.3,1,4,5,3,0,0,3,5,2
KZ Okpala,MIA,@BKN,01/25/2021,L,21,3,1,3,33.3,1,3,33.3,0,0,-,0,1,1,1,0,0,1,4,-4
Kelly Olynyk,MIA,@BKN,01/25/2021,L,18,2,1,7,14.3,0,5,0.0,0,0,-,1,5,6,1,0,2,1,4,4
Andre Iguodala,MIA,@BKN,01/25/2021,L,28,5,2,5,40.0,1,4,25.0,0,1,0.0,2,6,8,2,2,1,1,1,-10
Gabe Vincent,MIA,@BKN,01/25/2021,L,19,6,2,6,33.3,0,3,0.0,2,2,100,1,2,3,1,0,0,0,2,-2
James Harden,BKN,vs.MIA,01/25/2021,W,34,20,7,10,70.0,3,5,60.0,3,5,60.0,0,4,4,8,1,1,3,0,8
Jeff Green,BKN,vs.MIA,01/25/2021,W,34,10,2,7,28.6,0,4,0.0,6,6,100,0,5,5,2,1,0,0,2,19
Reggie Perry,BKN,vs.MIA,01/25/2021,W,12,4,2,4,50.0,0,0,-,0,0,-,1,5,6,0,0,1,0,3,6
DeAndre Jordan,BKN,vs.MIA,01/25/2021,W,20,11,5,7,71.4,0,0,-,1,1,100,2,4,6,1,1,0,0,3,-3
Kevin Durant,BKN,vs.MIA,01/25/2021,W,38,20,6,21,28.6,3,12,25.0,5,6,83.3,0,13,13,5,1,2,1,1,11
Timothe Luwawu-Cabarrot,BKN,vs.MIA,01/25/2021,W,13,5,2,7,28.6,1,4,25.0,0,0,-,1,1,2,1,0,1,0,3,2
Max Strus,MIA,@BKN,01/25/2021,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Bruce Brown,BKN,vs.MIA,01/25/2021,W,13,0,0,3,0.0,0,1,0.0,0,0,-,2,1,3,0,1,0,0,1,-7
Goran Dragic,MIA,@BKN,01/25/2021,L,33,21,7,13,53.8,6,9,66.7,1,4,25.0,1,5,6,5,0,0,2,4,-9
Kyrie Irving,BKN,vs.MIA,01/25/2021,W,40,16,6,17,35.3,1,4,25.0,3,3,100,0,8,8,4,1,0,2,2,10
Bam Adebayo,MIA,@BKN,01/25/2021,L,35,26,10,19,52.6,1,1,100,5,6,83.3,3,7,10,5,0,1,3,1,-3
Kendrick Nunn,MIA,@BKN,01/25/2021,L,35,11,5,17,29.4,1,8,12.5,0,0,-,0,2,2,2,0,1,1,1,-19
Joe Harris,BKN,vs.MIA,01/25/2021,W,36,12,4,9,44.4,3,8,37.5,1,1,100,0,2,2,3,0,0,1,3,19
Duncan Robinson,MIA,@BKN,01/25/2021,L,38,7,1,10,10.0,1,10,10.0,4,4,100,0,5,5,2,0,1,1,2,-12
Precious Achiuwa,MIA,@BKN,01/25/2021,L,13,4,2,4,50.0,0,0,-,0,0,-,0,4,4,1,1,1,2,2,-10
Tomas Satoransky,CHI,vs.BOS,01/25/2021,L,24,3,1,7,14.3,1,3,33.3,0,0,-,0,2,2,6,0,0,2,1,6
Jaylen Brown,BOS,@CHI,01/25/2021,W,30,26,10,21,47.6,2,3,66.7,4,6,66.7,0,5,5,2,2,0,2,1,17
Javonte Green,BOS,@CHI,01/25/2021,W,18,6,2,4,50.0,2,3,66.7,0,0,-,2,2,4,0,0,0,0,1,2
Grant Williams,BOS,@CHI,01/25/2021,W,10,8,2,4,50.0,2,3,66.7,2,3,66.7,1,3,4,1,0,0,1,3,3
Denzel Valentine,CHI,vs.BOS,01/25/2021,L,26,8,3,10,30.0,2,6,33.3,0,0,-,0,3,3,1,0,0,1,1,0
Jeff Teague,BOS,@CHI,01/25/2021,W,22,8,3,8,37.5,0,1,0.0,2,2,100,0,2,2,4,0,0,0,0,-1
Robert Williams III,BOS,@CHI,01/25/2021,W,10,0,0,1,0.0,0,0,-,0,0,-,1,3,4,0,0,1,1,1,-10
Marcus Smart,BOS,@CHI,01/25/2021,W,26,13,4,6,66.7,1,3,33.3,4,4,100,0,5,5,11,2,1,3,2,21
Aaron Nesmith,BOS,@CHI,01/25/2021,W,19,9,3,5,60.0,3,5,60.0,0,0,-,0,1,1,0,0,0,1,1,4
Otto Porter Jr.,CHI,vs.BOS,01/25/2021,L,23,13,4,8,50.0,4,7,57.1,1,2,50.0,0,5,5,3,0,2,0,1,-1
Daniel Theis,BOS,@CHI,01/25/2021,W,28,19,8,12,66.7,1,2,50.0,2,2,100,1,2,3,3,3,3,1,4,21
Semi Ojeleye,BOS,@CHI,01/25/2021,W,16,0,0,1,0.0,0,1,0.0,0,0,-,0,2,2,1,0,0,1,0,3
Daniel Gafford,CHI,vs.BOS,01/25/2021,L,11,0,0,2,0.0,0,0,-,0,2,0.0,3,0,3,1,0,1,1,0,-20
Thaddeus Young,CHI,vs.BOS,01/25/2021,L,31,16,8,11,72.7,0,1,0.0,0,2,0.0,4,5,9,9,1,1,2,2,4
Coby White,CHI,vs.BOS,01/25/2021,L,24,5,2,6,33.3,1,3,33.3,0,0,-,0,2,2,1,0,0,2,3,-22
Lauri Markkanen,CHI,vs.BOS,01/25/2021,L,31,18,7,12,58.3,3,6,50.0,1,2,50.0,1,5,6,1,0,0,1,3,-15
Patrick Williams,CHI,vs.BOS,01/25/2021,L,10,2,1,4,25.0,0,2,0.0,0,0,-,0,0,0,1,1,0,2,2,-20
Garrett Temple,CHI,vs.BOS,01/25/2021,L,26,8,4,9,44.4,0,1,0.0,0,0,-,0,5,5,2,2,1,1,1,9
Carsen Edwards,BOS,@CHI,01/25/2021,W,12,6,2,4,50.0,1,2,50.0,1,1,100,0,0,0,0,2,0,0,3,-4
Tristan Thompson,BOS,@CHI,01/25/2021,W,17,0,0,0,-,0,0,-,0,0,-,1,9,10,1,0,0,0,0,9
Jayson Tatum,BOS,@CHI,01/25/2021,W,31,24,10,21,47.6,3,6,50.0,1,2,50.0,0,4,4,5,0,1,2,2,15
Zach LaVine,CHI,vs.BOS,01/25/2021,L,34,30,11,19,57.9,6,10,60.0,2,2,100,1,5,6,3,0,2,6,2,-21
Jordan McLaughlin,MIN,@GSW,01/25/2021,L,22,15,7,12,58.3,1,2,50.0,0,0,-,0,2,2,5,1,0,2,2,2
Kelly Oubre Jr.,GSW,vs.MIN,01/25/2021,W,28,14,4,9,44.4,2,3,66.7,4,5,80.0,2,4,6,4,3,1,1,0,13
Damion Lee,GSW,vs.MIN,01/25/2021,W,18,9,2,3,66.7,1,2,50.0,4,4,100,0,4,4,2,0,1,0,0,3
Nico Mannion,GSW,vs.MIN,01/25/2021,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,1,0,1,1,3
Kent Bazemore,GSW,vs.MIN,01/25/2021,W,14,5,2,2,100,0,0,-,1,1,100,0,3,3,0,0,2,1,1,-3
Naz Reid,MIN,@GSW,01/25/2021,L,24,11,5,16,31.3,1,6,16.7,0,0,-,4,6,10,1,0,2,2,6,-11
Jarred Vanderbilt,MIN,@GSW,01/25/2021,L,25,12,5,8,62.5,0,0,-,2,2,100,4,1,5,2,2,2,2,3,-24
Eric Paschall,GSW,vs.MIN,01/25/2021,W,13,5,2,10,20.0,1,1,100,0,2,0.0,3,2,5,1,0,0,0,0,3
Jake Layman,MIN,@GSW,01/25/2021,L,14,4,2,4,50.0,0,0,-,0,0,-,0,3,3,2,0,1,1,2,-10
Kevon Looney,GSW,vs.MIN,01/25/2021,W,19,2,1,4,25.0,0,0,-,0,0,-,2,3,5,4,0,1,1,2,21
James Wiseman,GSW,vs.MIN,01/25/2021,W,16,13,4,5,80.0,0,0,-,5,8,62.5,1,3,4,0,0,2,2,4,-2
Anthony Edwards,MIN,@GSW,01/25/2021,L,27,15,4,13,30.8,1,3,33.3,6,7,85.7,2,1,3,1,1,0,2,2,-10
Ricky Rubio,MIN,@GSW,01/25/2021,L,26,6,1,8,12.5,0,1,0.0,4,4,100,2,2,4,11,1,0,4,1,-24
Brad Wanamaker,GSW,vs.MIN,01/25/2021,W,19,9,3,5,60.0,0,1,0.0,3,4,75.0,0,0,0,2,1,0,1,1,12
Ed Davis,MIN,@GSW,01/25/2021,L,13,4,2,4,50.0,0,0,-,0,0,-,3,4,7,1,0,0,0,3,3
Josh Okogie,MIN,@GSW,01/25/2021,L,17,0,0,0,-,0,0,-,0,0,-,0,0,0,1,1,0,0,2,-14
Ashton Hagans,MIN,@GSW,01/25/2021,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,0,-3
Mychal Mulder,GSW,vs.MIN,01/25/2021,W,15,2,0,2,0.0,0,2,0.0,2,2,100,0,1,1,1,1,0,0,1,-3
Malik Beasley,MIN,@GSW,01/25/2021,L,30,30,10,18,55.6,4,9,44.4,6,6,100,0,7,7,0,1,0,3,1,-17
Stephen Curry,GSW,vs.MIN,01/25/2021,W,34,36,11,21,52.4,7,12,58.3,7,8,87.5,1,3,4,3,3,0,3,2,19
Andrew Wiggins,GSW,vs.MIN,01/25/2021,W,30,23,10,19,52.6,2,5,40.0,1,2,50.0,6,0,6,0,3,3,1,3,22
Draymond Green,GSW,vs.MIN,01/25/2021,W,30,10,4,8,50.0,1,4,25.0,1,1,100,0,6,6,4,1,0,4,4,19
Jordan Poole,GSW,vs.MIN,01/25/2021,W,2,2,1,1,100,0,0,-,0,0,-,0,2,2,0,0,0,0,0,3
Jarrett Culver,MIN,@GSW,01/25/2021,L,15,4,0,2,0.0,0,0,-,4,4,100,0,1,1,0,0,0,1,2,5
Jaden McDaniels,MIN,@GSW,01/25/2021,L,26,7,3,9,33.3,1,3,33.3,0,2,0.0,1,4,5,2,1,0,0,4,-7
